workload,rate,seed,cycle,timestamp,tau,peak_kvpr,kvpr_gpu0,kvpr_gpu1,current_shape,plan_shape,current_placement,placement_plan,convergence_gap,misplaced,cooldown_active,migration_decision,migration_reason,n_wants_moved,n_blocked,blocked_reasons,cand_model,cand_from,cand_to,peak_kvpr_after,n_line8,n_best_differs,n_tau_suppressed,max_abs_delta,line8
steady,8,1,76,1787608270.4985154,0.00035,0.15462345117206902,0.031731725350518186,0.15462345117206902,1+3,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 1, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}",1,model_4,False,,line-8 placement unchanged or every candidate blocked,1,1,target memory infeasible,,,,,4,2,1,0.09442707068203815,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.054654828128612366, ""best_r"": 0.054654828128612366, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.12615879603255634, ""best_r"": 0.031731725350518186, ""absolute_delta"": 0.09442707068203815, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,8,1,77,1787608275.5539615,0.00035,0.13023467507072406,0.03146225640537158,0.13023467507072406,1+3,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 1, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}",1,model_4,False,,line-8 placement unchanged or every candidate blocked,1,1,target memory infeasible,,,,,4,2,1,0.07567364418594866,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.04631393239394289, ""best_r"": 0.04631393239394289, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.10713590059132024, ""best_r"": 0.03146225640537158, ""absolute_delta"": 0.07567364418594866, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,8,1,78,1787608280.632258,0.00035,0.14272585757818237,0.026275653890871067,0.14272585757818237,1+3,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 1, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}",1,model_4,False,,line-8 placement unchanged or every candidate blocked,1,1,target memory infeasible,,,,,4,2,1,0.09222387109414013,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.05650656594361639, ""best_r"": 0.05650656594361639, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.11849952498501119, ""best_r"": 0.026275653890871067, ""absolute_delta"": 0.09222387109414013, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,8,1,79,1787608285.6855314,0.00035,0.12905102273313657,0.029469497456212537,0.12905102273313657,1+3,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 1, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}",1,model_4,False,,line-8 placement unchanged or every candidate blocked,1,1,target memory infeasible,,,,,4,2,1,0.07744925971397071,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.05023352921844992, ""best_r"": 0.05023352921844992, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.10691875717018325, ""best_r"": 0.029469497456212537, ""absolute_delta"": 0.07744925971397071, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,8,1,80,1787608290.755928,0.00035,0.12942400272072593,0.040989903786839914,0.12942400272072593,1+3,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 1, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}",1,model_4,False,,line-8 placement unchanged or every candidate blocked,1,1,target memory infeasible,,,,,4,2,1,0.06679478804328423,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_5"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.052138473823232945, ""best_r"": 0.052138473823232945, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_4"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.10778469183012414, ""best_r"": 0.040989903786839914, ""absolute_delta"": 0.06679478804328423, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,8,1,81,1787608295.8121462,0.00035,0.14421136658969952,0.027062063426385365,0.14421136658969952,1+3,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 1, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}",1,model_4,False,,line-8 placement unchanged or every candidate blocked,1,1,target memory infeasible,,,,,4,2,1,0.0940644795767656,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.061646064098763956, ""best_r"": 0.061646064098763956, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.12112654300315097, ""best_r"": 0.027062063426385365, ""absolute_delta"": 0.0940644795767656, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,8,1,82,1787608300.8693435,0.00035,0.14995650164161914,0.02719677309100906,0.14995650164161914,1+3,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 1, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}",1,model_4,False,,line-8 placement unchanged or every candidate blocked,1,1,target memory infeasible,,,,,4,2,1,0.09707815148837613,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.0647886144363476, ""best_r"": 0.0647886144363476, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.12427492457938519, ""best_r"": 0.02719677309100906, ""absolute_delta"": 0.09707815148837613, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,8,1,83,1787608305.9543293,0.00035,0.15379265664326847,0.030671576720584525,0.15379265664326847,1+3,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 1, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}",1,model_4,False,,line-8 placement unchanged or every candidate blocked,1,1,target memory infeasible,,,,,4,2,1,0.0945965349441618,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.05650579405487738, ""best_r"": 0.05650579405487738, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.12526811166474633, ""best_r"": 0.030671576720584525, ""absolute_delta"": 0.0945965349441618, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,8,1,84,1787608311.0089836,0.00035,0.12496883058877607,0.025378489132059093,0.12496883058877607,1+3,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 1, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}",1,model_4,False,,line-8 placement unchanged or every candidate blocked,1,1,target memory infeasible,,,,,4,2,1,0.07795206130620924,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.045358667857852995, ""best_r"": 0.045358667857852995, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.10333055043826833, ""best_r"": 0.025378489132059093, ""absolute_delta"": 0.07795206130620924, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,8,1,85,1787608316.0956173,0.00035,0.09757710208921726,0.012247802001091393,0.09757710208921726,1+3,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 1, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}",1,model_4,False,,line-8 placement unchanged or every candidate blocked,1,1,target memory infeasible,,,,,4,2,1,0.06850300520651086,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.03479835457992956, ""best_r"": 0.03479835457992956, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.08075080720760225, ""best_r"": 0.012247802001091393, ""absolute_delta"": 0.06850300520651086, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,8,2,1,1787609062.524536,0.00035,0.0002835210839539682,0.0,0.0002835210839539682,2+2,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",0,,False,,line-8 placement unchanged or every candidate blocked,0,0,,,,,,4,2,2,0.00025733643305092416,"[{""model"": ""model_6"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.00025733643305092416, ""best_r"": 0.0, ""absolute_delta"": 0.00025733643305092416, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,8,2,2,1787609067.5272422,0.00035,0.029912704336251237,0.009264309921376125,0.029912704336251237,2+2,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}","{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",2,"model_6,model_4",False,MIGRATE,literal line-8 absolute delta exceeds tau,2,0,,model_6,1,0,0.02587590611451847,4,3,1,0.01589661739999225,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.01589661739999225, ""best_r"": 0.0, ""absolute_delta"": 0.01589661739999225, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.009226681867865743, ""best_r"": 0.009226681867865743, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.02177061571621541, ""best_r"": 0.01589661739999225, ""absolute_delta"": 0.005873998316223161, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,8,2,3,1787609074.1310253,0.00035,0.06578134150492888,0.06578134150492888,0.01996050481961546,1+3,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",1,model_6,True,,migration cooldown active,1,0,,,,,,4,1,0,0.007156919665098075,"[{""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.027117424484713534, ""best_r"": 0.01996050481961546, ""absolute_delta"": 0.007156919665098075, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.027117424484713534, ""best_r"": 0.027117424484713534, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,8,2,4,1787609079.1658368,0.00035,0.0632808579705405,0.0632808579705405,0.027916703845435063,1+3,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",1,model_4,True,,migration cooldown active,1,0,,,,,,4,2,1,0.025456752889927096,"[{""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.024632591695586927, ""best_r"": 0.024632591695586927, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.05337345673536216, ""best_r"": 0.027916703845435063, ""absolute_delta"": 0.025456752889927096, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,8,2,5,1787609084.1719391,0.00035,0.09042790718246238,0.09042790718246238,0.030347590529076846,1+3,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",1,model_6,True,,migration cooldown active,1,0,,,,,,4,1,0,0.004301397349830663,"[{""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.03464898787890751, ""best_r"": 0.030347590529076846, ""absolute_delta"": 0.004301397349830663, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.03464898787890751, ""best_r"": 0.03464898787890751, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,8,2,6,1787609089.2138307,0.00035,0.1245645071603843,0.1245645071603843,0.03772511850812286,1+3,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",1,model_6,True,,migration cooldown active,1,0,,,,,,4,1,0,0.014297259736181324,"[{""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.05202237824430418, ""best_r"": 0.03772511850812286, ""absolute_delta"": 0.014297259736181324, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.05202237824430418, ""best_r"": 0.05202237824430418, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,8,2,7,1787609094.2339742,0.00035,0.145860659905961,0.145860659905961,0.022149057006284417,1+3,1+3,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}",2,"model_6,model_4",True,,migration cooldown active,2,0,,,,,,4,2,0,0.06790126934814224,"[{""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.06790126934814224, ""best_r"": 0.0, ""absolute_delta"": 0.06790126934814224, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.02880732363983712, ""best_r"": 0.02880732363983712, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.06790126934814224, ""best_r"": 0.059252667259495205, ""absolute_delta"": 0.008648602088647032, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,8,2,8,1787609099.243375,0.00035,0.1370868247845785,0.1370868247845785,0.029331040333491046,1+3,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 0}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",1,model_6,False,MIGRATE,literal line-8 absolute delta exceeds tau,1,0,,model_6,0,1,0.07224440021046523,4,1,0,0.030751416704681695,"[{""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.06008245703817274, ""best_r"": 0.029331040333491046, ""absolute_delta"": 0.030751416704681695, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.06008245703817274, ""best_r"": 0.06008245703817274, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,8,2,9,1787609105.4113595,0.00035,0.09013199074526426,0.09013199074526426,0.06911870252293546,2+2,1+3,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}","{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}",1,model_4,True,,migration cooldown active,1,0,,,,,,4,1,0,0.006429960568770612,"[{""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.03157837879872544, ""best_r"": 0.03157837879872544, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 1, ""current_r"": 0.07554866309170608, ""best_r"": 0.06911870252293546, ""absolute_delta"": 0.006429960568770612, ""tau"": 0.00035, ""chosen_gpu"": 1}]"
steady,8,2,10,1787609110.4180927,0.00035,0.08138763423397366,0.08138763423397366,0.07953208063148492,2+2,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",0,,True,,migration cooldown active,0,0,,,,,,4,0,0,0.0,"[{""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.03422767632078122, ""best_r"": 0.03422767632078122, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.06860773157470369, ""best_r"": 0.06860773157470369, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
steady,8,2,11,1787609115.4290733,0.00035,0.08712704072774621,0.0803054137534503,0.08712704072774621,2+2,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}","{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",0,,True,,migration cooldown active,0,0,,,,,,4,0,0,0.0,"[{""model"": ""model_5"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}, {""model"": ""model_3"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.0, ""best_r"": 0.0, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_6"", ""current_gpu"": 1, ""best_gpu"": 1, ""current_r"": 0.04238046116861199, ""best_r"": 0.04238046116861199, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 1}, {""model"": ""model_4"", ""current_gpu"": 0, ""best_gpu"": 0, ""current_r"": 0.06575778079031003, ""best_r"": 0.06575778079031003, ""absolute_delta"": 0.0, ""tau"": 0.00035, ""chosen_gpu"": 0}]"
